DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,l_bmi_all_fe,l_bmi_ur_fe,l_bmi_ru_fe,h_bmi_all_fe,h_bmi_ur_fe,h_bmi_ru_fe,hh_bmi_all_fe,hh_bmi_ur_fe,hh_bmi_ru_fe,hhh_bmi_all_fe,hhh_bmi_ur_fe,hhh_bmi_ru_fe,h_hemoglobin_all_fe,h_hemoglobin_ur_fe,h_hemoglobin_ru_fe,l_hemoglobin_all_fe,l_hemoglobin_ur_fe,l_hemoglobin_ru_fe,hh_hemoglobin_all_fe,hh_hemoglobin_ur_fe,hh_hemoglobin_ru_fe,h_hemoglobin_all_pw,h_hemoglobin_ur_pw,h_hemoglobin_ru_pw,l_hemoglobin_all_pw,l_hemoglobin_ur_pw,l_hemoglobin_ru_pw,hh_hemoglobin_all_pw,hh_hemoglobin_ur_pw,hh_hemoglobin_ru_pw,h_hemoglobin_all_npw,h_hemoglobin_ur_npw,h_hemoglobin_ru_npw,l_hemoglobin_all_npw,l_hemoglobin_ur_npw,l_hemoglobin_ru_npw,hh_hemoglobin_all_npw,hh_hemoglobin_ur_npw,hh_hemoglobin_ru_npw,h_glucose_all_fe,h_glucose_ur_fe,h_glucose_ru_fe,hh_glucose_all_fe,hh_glucose_ur_fe,hh_glucose_ru_fe,l_glucose_all_fe,l_glucose_ur_fe,l_glucose_ru_fe,h_bp_all_fe,h_bp_ur_fe,h_bp_ru_fe,l_bp_all_fe,l_bp_ur_fe,l_bp_ru_fe,hh_bp_all_fe,hh_bp_ur_fe,hh_bp_ru_fe,hhh_bp_all_fe,hhh_bp_ur_fe,hhh_bp_ru_fe,hhhh_bp_all_fe,hhhh_bp_ur_fe,hhhh_bp_ru_fe,hh_cbp_all_fe,hh_cbp_ur_fe,hh_cbp_ru_fe,h_cbp_all_fe,h_cbp_ur_fe,h_cbp_ru_fe,l_cbp_all_fe,l_cbp_ur_fe,l_cbp_ru_fe,sum_bp_all_fe,ad_hbp_all_fe,ad_lowbp_all_fe,ad_elevatedbp_all_fe,ad_highbp_all_fe,adseverebp_all_fe,sum_bp_ur_fe,ad_hbp_ur_fe,ad_lowbp_ur_fe,ad_elevatedbp_ur_fe,ad_highbp_ur_fe,adseverebp_ur_fe,sum_bp_ru_fe,ad_hbp_ru_fe,ad_lowbp_ru_fe,ad_elevatedbp_ru_fe,ad_highbp_ru_fe,adseverebp_ru_fe,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,sum_bp_all_ma,ad_hbp_all_ma,ad_lowbp_all_ma,ad_elevatedbp_all_ma,ad_highbp_all_ma,adseverebp_all_ma,sum_bp_ur_ma,ad_hbp_ur_ma,ad_lowbp_ur_ma,ad_elevatedbp_ur_ma,ad_highbp_ur_ma,adseverebp_ur_ma,sum_bp_ru_ma,ad_hbp_ru_ma,ad_lowbp_ru_ma,ad_elevatedbp_ru_ma,ad_highbp_ru_ma,adseverebp_ru_ma
Bara Banki,Uttar Pradesh,9,176,0.269231349,0.123759463,0.292377204,0.572702765,0.51040715,0.582614481,0.118819155,0.239503607,0.099617213,0.039246745,0.126329765,0.025391081,0.577713668,0.527988493,0.585400462,0.41626218,0.472011507,0.407644182,0.00602412,0,0.00695536,0.356153309,0.491265327,0.330472291,0.623106599,0.508734643,0.644845545,0.020740075,0,0.024682181,0.590117276,0.530467689,0.599223435,0.404682457,0.469532281,0.394782424,0.005200279,0,0.005994159,0.702293992,0.643506885,0.711314857,0.216821432,0.236907557,0.213739216,0.080884598,0.119585559,0.074945949,0.469501346,0.506711781,0.463671744,0.009746662,0.013487363,0.009160622,0.06641686,0.056647599,0.067947365,0.38721031,0.348846406,0.393220603,0.104297929,0.151309714,0.096932791,0.012583711,0.019250715,0.01153922,0.419308186,0.425224274,0.418381333,0.568108082,0.555525005,0.570079446,1.037173152,0.452674031,0.009397333,0.064036421,0.373332381,0.100559801,1.077002883,0.470483214,0.012523052,0.052597445,0.323904812,0.140491471,1.030933142,0.449759275,0.008885758,0.065908603,0.381422013,0.094024323,0.37084493,0.469738781,0.348007649,0.563498557,0.497707307,0.578691542,0.065656491,0.032553893,0.073300779,0.299413025,0.241861522,0.312703222,0.020253545,0,0.024930635,0.117752902,0.104653813,0.120777838,0.493550837,0.58837688,0.471652955,0.17446357,0.13021557,0.184681624,0.021717172,0.072099924,0.010082433,0.473457754,0.346515357,0.502772152,0.504825056,0.581384718,0.487145394,1.105433822,0.270855665,0.018321807,0.10652189,0.446477056,0.157823622,1.065107822,0.227077037,0,0.098256543,0.552410603,0.122255765,1.114746332,0.280515134,0.022364402,0.108345583,0.423103392,0.165671438
Faizabad,Uttar Pradesh,9,177,0.285305589,0.230542794,0.293928921,0.553450465,0.519950092,0.558725715,0.115825638,0.142988577,0.111548364,0.045418285,0.106518559,0.035796996,0.358744532,0.365271866,0.357707053,0.641255438,0.634728134,0.642292917,0,0,0,0.254708499,0,0.274207503,0.745291471,1,0.725792527,0,0,0,0.364450365,0.375391871,0.362657815,0.635549605,0.624608159,0.637342155,0,0,0,0.628735602,0.701727152,0.617108881,0.128109381,0.093135126,0.133680388,0.243155017,0.2051377,0.24921076,0.538226664,0.455240369,0.550753117,0.026626984,0.044576533,0.023917565,0.063658372,0.081645839,0.060943231,0.316702604,0.342410654,0.312822074,0.091208383,0.111828595,0.088095836,0.021825261,0.029456813,0.020673307,0.374681264,0.410093546,0.36933592,0.603493452,0.5604496,0.609990776,1.036422968,0.519311786,0.025691234,0.061421227,0.305572748,0.088003054,1.03570199,0.439547658,0.043039922,0.078831404,0.330607325,0.107973717,1.036531806,0.531342208,0.023074608,0.058795333,0.301796883,0.084990963,0.411968201,0.460034937,0.403506726,0.377646238,0.487923145,0.358233541,0.210385561,0.052041929,0.238259733,0.413010776,0.472550511,0.40290308,0.029966854,0.054898977,0.025734268,0.126254886,0.042159099,0.140531361,0.369190395,0.333333343,0.375277638,0.117623121,0.181376278,0.106800109,0.006118422,0.042159099,0,0.536251366,0.459810644,0.549228251,0.457630247,0.498030275,0.450771749,1.056046009,0.391091645,0.028376466,0.119554341,0.349596888,0.111380681,1.084318161,0.435804307,0.050629951,0.038880747,0.307412863,0.167272195,1.051246405,0.383262277,0.024479767,0.133680701,0.356983513,0.101593792
Ambedkar Nagar,Uttar Pradesh,9,178,0.290185481,0.250775337,0.296695918,0.574043572,0.577393889,0.573490083,0.10113164,0.110870667,0.099522784,0.034639329,0.060960084,0.030291213,0.399308205,0.352574348,0.406774014,0.600691795,0.647425652,0.593226016,0,0,0,0.102081247,0,0.108189076,0.897918761,1,0.891810894,0,0,0,0.411956072,0.358572692,0.420733541,0.588043928,0.641427279,0.579266489,0,0,0,0.652223647,0.710216045,0.643014789,0.199645013,0.174652264,0.203613728,0.148131311,0.115131699,0.153371453,0.551204979,0.532538056,0.554201066,0.026425369,0,0.030666675,0.065771371,0.052183475,0.067952245,0.291706026,0.363729239,0.280146211,0.085148789,0.092357717,0.083991744,0.023432275,0.005706092,0.02627735,0.355994314,0.352163762,0.356609136,0.620573401,0.642130136,0.617113531,1.020256519,0.540261149,0.02590071,0.064465523,0.285914391,0.083458215,1.040808439,0.511658072,0,0.050137445,0.349467993,0.088736519,1.016957998,0.544959664,0.030155301,0.066819124,0.275474697,0.082591161,0.439630061,0.413562477,0.443653256,0.460919946,0.586437523,0.44154796,0.099450007,0,0.114798807,0.429767281,0.583939195,0.408495724,0.034225065,0.055959456,0.031226307,0.106811926,0.055959456,0.113828197,0.387055963,0.248182461,0.406216741,0.090366721,0.118005067,0.086553372,0.021552127,0,0.024525739,0.585985065,0.577853024,0.587107062,0.39246282,0.422146976,0.388367206,1.048226953,0.409994483,0.032650433,0.101897709,0.369248241,0.086209118,1.062045574,0.549825013,0.05269026,0.05269026,0.233683437,0.111111112,1.046320319,0.390411735,0.029843926,0.108789057,0.388233632,0.08272168
Sultanpur,Uttar Pradesh,9,179,0.289091647,0.172335431,0.296560705,0.564253747,0.396776676,0.574967444,0.104448035,0.318330348,0.090765707,0.042206574,0.112557583,0.037706129,0.39167887,0.505570173,0.384317577,0.607472599,0.494429827,0.614779055,0.000848517,0,0.00090336,0.245275423,0,0.251330614,0.754724562,1,0.748669386,0,0,0,0.399161845,0.515518248,0.3913939,0.59994626,0.484481752,0.607654691,0.000891886,0,0.000951428,0.647410989,0.782602072,0.638673007,0.194152787,0.155643523,0.196641818,0.158436224,0.06175442,0.16468519,0.57376349,0.566551983,0.574239016,0.019506125,0.021228602,0.01939255,0.066753238,0.03087721,0.06911879,0.28273043,0.317656398,0.280427545,0.08369448,0.116420351,0.081536643,0.015351767,0,0.016364014,0.373853117,0.340861589,0.376028478,0.61079514,0.659138441,0.607607543,1.026447773,0.55897975,0.019003524,0.065033257,0.275445521,0.081537984,1.052734494,0.538171768,0.020165201,0.029330483,0.301744074,0.110588521,1.024714589,0.560389221,0.01892483,0.067451745,0.273664057,0.0795701,0.395109713,0.444444448,0.390142739,0.458316416,0.555555582,0.448526472,0.146573886,0,0.161330789,0.356009841,0.111111112,0.381083161,0.036632143,0,0.040382627,0.129556641,0.111111112,0.13144514,0.434139609,0.777777791,0.398957133,0.073662229,0,0.081203945,0.029111225,0,0.032091703,0.543151736,0.666666687,0.530506015,0.427737027,0.333333343,0.437402278,1.030000448,0.345640481,0.035565171,0.125783086,0.421494573,0.071516693,1,0.111111112,0,0.111111112,0.777777791,0,1.033071995,0.368883461,0.039089847,0.127237156,0.386185229,0.078604341
Bahraich,Uttar Pradesh,9,180,0.330353945,0.255945325,0.338632315,0.539116383,0.489080012,0.544683158,0.086776294,0.176500216,0.076794028,0.043753378,0.078474455,0.039890472,0.43348521,0.306242675,0.447296709,0.565381646,0.693757296,0.551447153,0.001133148,0,0.001256145,0.24315086,0.285826385,0.240516752,0.75684917,0.714173615,0.759483278,0,0,0,0.453476667,0.307463765,0.470078796,0.545271158,0.692536235,0.528526664,0.001252166,0,0.001394541,0.681583285,0.672295034,0.682591498,0.280365676,0.316100478,0.276486844,0.038051043,0.011604469,0.040921677,0.393359512,0.440659732,0.387531966,0.009153165,0,0.010280865,0.099863216,0.074708119,0.102962404,0.411622763,0.410913169,0.411710173,0.1351915,0.100933783,0.139412165,0.029052459,0.046490133,0.026904078,0.450486869,0.394235343,0.45741722,0.520460665,0.559274495,0.515678704,1.049190164,0.374917269,0.008724028,0.095181234,0.392324269,0.128853187,1.027214766,0.428985,0,0.07272882,0.40002653,0.098259673,1.051897526,0.368412286,0.009773637,0.097882539,0.391397595,0.132533982,0.301465094,0.281904161,0.304983109,0.61604023,0.624127805,0.614585698,0.082494669,0.093968056,0.080431186,0.310363531,0.28304863,0.316067338,0.01510158,0.036547299,0.010623368,0.130188644,0.214618921,0.112558246,0.443311036,0.376749337,0.457210183,0.157656819,0.089035809,0.171985999,0.041774426,0.05248851,0.039537154,0.649732053,0.691680372,0.640972555,0.308493495,0.255831093,0.319490284,1.056621552,0.293731958,0.014292326,0.123212181,0.419555157,0.149208412,1,0.28304863,0.036547299,0.214618921,0.376749337,0.089035809,1.068445086,0.295819908,0.00994283,0.105347715,0.427921087,0.160968497
Shrawasti,Uttar Pradesh,9,181,0.235778928,0.184209302,0.238496661,0.648026347,0.60678041,0.650200009,0.073542878,0.112855554,0.071471095,0.042651854,0.096154742,0.039832249,0.477585703,0.378206342,0.482334226,0.519591093,0.621793687,0.514707625,0.002823228,0,0.002958127,0.362184763,0,0.370171338,0.637815237,1,0.629828632,0,0,0,0.486464083,0.391436428,0.491197914,0.510495484,0.608563602,0.505610228,0.003040433,0,0.003191893,0.623057902,0.467367113,0.630497098,0.33118394,0.477270901,0.32420364,0.045758173,0.055361979,0.045299284,0.39819175,0.308276832,0.402474791,0.013947017,0.016899407,0.013806383,0.103271067,0.106060199,0.103138208,0.40247333,0.53496474,0.396162212,0.122475773,0.069929503,0.124978766,0.028383113,0,0.029735116,0.443950981,0.339743763,0.448914796,0.527665913,0.660256267,0.521350086,1.040358901,0.38274461,0.013405968,0.099264845,0.386860073,0.117724538,1.036130667,0.297526985,0.016310113,0.102361798,0.516310096,0.06749101,1.040560365,0.38678658,0.013268219,0.09911795,0.380720079,0.120107174,0.294646084,0.111111112,0.305611342,0.645071149,0.888888896,0.63050437,0.06028273,0,0.063884303,0.254655659,0,0.27170831,0.02340509,0.100000001,0.018276021,0.145579875,0.200000003,0.141935706,0.502194941,0.600000024,0.495645583,0.168700382,0.5,0.146515384,0.031806022,0.200000003,0.020543152,0.56988579,0.400000006,0.581261933,0.398308188,0.400000006,0.398194879,1.094535947,0.232660845,0.021383574,0.133006021,0.458819956,0.154129595,1.399999976,0,0.071428575,0.142857149,0.428571463,0.357142866,1.074080944,0.252968192,0.017015496,0.132146195,0.461460173,0.136409998
Balrampur,Uttar Pradesh,9,182,0.242109001,0.105930418,0.255799383,0.599543989,0.488669842,0.610690475,0.084166192,0.180973738,0.074433871,0.074180804,0.224426001,0.059076261,0.393882602,0.443437696,0.38943094,0.603224218,0.556562304,0.607415974,0.002893173,0,0.003153074,0.191348538,0.144905418,0.195050135,0.808651447,0.855094552,0.80494988,0,0,0,0.410668671,0.465405494,0.405705094,0.58619839,0.534594536,0.590877831,0.003132959,0,0.003417059,0.583014429,0.578158021,0.583450615,0.388849914,0.371971965,0.390365899,0.028135657,0.049870014,0.026183475,0.404009134,0.417017907,0.402770519,0.007753057,0.009654234,0.007572039,0.081332378,0.0785418,0.081598081,0.403354973,0.37321648,0.406224579,0.152239949,0.175410271,0.150033802,0.032689087,0.034028068,0.032561596,0.435619712,0.368216038,0.442037463,0.531691194,0.597755909,0.525400937,1.048689485,0.385251433,0.007393091,0.077556208,0.38462764,0.145171613,1.053840637,0.395712495,0.009161,0.074529104,0.354148865,0.166448578,1.048199058,0.384250045,0.007223857,0.077845976,0.387545258,0.143134832,0.340138912,0.340658069,0.340024352,0.625292718,0.622253239,0.62596333,0.034568354,0.037088703,0.034012314,0.210688651,0.199860498,0.213043168,0.020797642,0.037088703,0.017255247,0.14944917,0.037088703,0.173881292,0.464827806,0.489012897,0.459568918,0.284500003,0.385304034,0.262580752,0.047866479,0.074177407,0.042145323,0.707196057,0.59272176,0.732087791,0.244937465,0.333100826,0.225766867,1.130263329,0.186406687,0.018400704,0.132225096,0.411256194,0.251711249,1.148354888,0.174040705,0.03229725,0.03229725,0.425837785,0.335526973,1.126329422,0.189148188,0.015319893,0.154378712,0.408023536,0.233129621
Gonda,Uttar Pradesh,9,183,0.276020557,0.178988412,0.28333807,0.576330543,0.598950267,0.574624717,0.106118128,0.158963129,0.102132909,0.041530762,0.063098207,0.039904289,0.424279004,0.315075517,0.432677507,0.573028326,0.684924483,0.564422727,0.002692688,0,0.002899775,0.24690333,0,0.254688799,0.7530967,1,0.745311201,0,0,0,0.435293794,0.323163241,0.44424817,0.561846316,0.676836789,0.552663565,0.002859901,0,0.003088283,0.654747009,0.679416299,0.652851701,0.307181627,0.269772857,0.310055673,0.038071364,0.050810829,0.037092619,0.395509183,0.33648169,0.399976611,0.011708683,0,0.012594841,0.091163807,0.026023388,0.096093878,0.414399624,0.496943951,0.408152372,0.150967374,0.160462245,0.150248766,0.036082081,0.013011694,0.037828136,0.445120364,0.370778173,0.450746864,0.518797576,0.616210163,0.511425018,1.063748717,0.371806979,0.011007001,0.085700512,0.389565319,0.141920149,1.019911289,0.329912692,0,0.025515344,0.487242341,0.157329604,1.067066431,0.374837577,0.011803241,0.090054259,0.382499486,0.140805453,0.359032989,0.75,0.328264028,0.596419215,0.25,0.62368232,0.044547785,0,0.048053682,0.314554691,0.125,0.329846323,0.022869196,0,0.024714086,0.095211513,0,0.102892354,0.423420846,0.625,0.407159179,0.228822708,0.25,0.227114305,0.058007762,0.125,0.052603409,0.597012401,0.375,0.614922404,0.344979852,0.5,0.332474172,1.084878922,0.2899445,0.021079952,0.087762341,0.390293181,0.210920036,1,0.125,0,0,0.625,0.25,1.091726303,0.302132785,0.022637621,0.094247386,0.372949868,0.20803228
Siddharth Nagar,Uttar Pradesh,9,184,0.260370582,0.148268998,0.268260807,0.579082489,0.484957397,0.585707486,0.108572118,0.205523685,0.101748221,0.051974785,0.161249936,0.044283498,0.389731139,0.311540067,0.39458251,0.608595371,0.688459933,0.603640139,0.001673504,0,0.001777337,0.337293923,0,0.36175859,0.662706077,1,0.63824141,0,0,0,0.393311441,0.336431354,0.39680025,0.604900777,0.663568676,0.601302326,0.001787768,0,0.001897423,0.546179593,0.66009295,0.539105713,0.422860533,0.309520513,0.429898828,0.03095985,0.030386556,0.030995451,0.444729835,0.523198307,0.440108567,0.009374572,0.035620995,0.007828835,0.068645239,0.01904249,0.071566507,0.400284976,0.36531958,0.402344197,0.130353659,0.097101584,0.13231197,0.023270864,0.023747331,0.023242805,0.41504854,0.336601406,0.419668525,0.561680615,0.639651239,0.557088673,1.053388238,0.422189862,0.008899447,0.065166131,0.379997581,0.123747021,1.040282965,0.502938449,0.034241639,0.018305106,0.351173282,0.093341514,1.054160118,0.41749689,0.007426609,0.067889601,0.38167277,0.125514105,0.23113434,0,0.257129699,0.743566811,1,0.71472609,0.025298879,0,0.028144209,0.424829662,0.272727281,0.442239791,0.018688835,0,0.020828016,0.12110088,0.181818187,0.114150986,0.318469614,0.272727281,0.323705405,0.188169286,0.363636374,0.168084785,0.063337602,0.181818187,0.049775947,0.538138807,0.636363626,0.526895702,0.398523569,0.181818187,0.42332834,1.071258307,0.396570712,0.017445685,0.113045454,0.297285557,0.175652578,1.090909123,0.25,0,0.166666672,0.25,0.333333343,1.069008946,0.413691372,0.019483482,0.106782071,0.302808881,0.157234222
Basti,Uttar Pradesh,9,185,0.234556466,0.140576363,0.242152214,0.604319215,0.59665817,0.604938388,0.123847283,0.2060415,0.117204107,0.037277054,0.056723971,0.035705298,0.406678885,0.372380167,0.40945366,0.591205597,0.627619863,0.588259697,0.002115489,0,0.002286631,0.274353266,0.192262352,0.280739605,0.725646734,0.807737648,0.719260395,0,0,0,0.414729893,0.382926047,0.417308867,0.583025873,0.617073953,0.580264986,0.0022442,0,0.002426181,0.533382118,0.575869799,0.529989004,0.443030655,0.411140501,0.445577502,0.023587188,0.012989721,0.024433525,0.446496636,0.476844311,0.444032609,0.012282564,0.021268617,0.011552966,0.089144014,0.046865981,0.092576668,0.381736428,0.391313106,0.380958855,0.128100157,0.14023909,0.127114564,0.031635195,0.031902924,0.031613458,0.4367989,0.393501967,0.440314293,0.531565905,0.574595094,0.528072238,1.057759762,0.422115356,0.011611866,0.084276237,0.360891432,0.121105149,1.076531053,0.442945242,0.019756623,0.04353426,0.363494486,0.130269438,1.056235671,0.420391619,0.010937868,0.087647736,0.360675991,0.120346785,0.266140074,0.166666672,0.275068641,0.700536609,0.833333313,0.688616991,0.033323325,0,0.036314372,0.285057217,0,0.311023772,0.040507335,0.166666672,0.029015169,0.121605672,0.166666672,0.117500961,0.383072644,0.5,0.372421473,0.254873425,0.333333343,0.247726336,0.073265463,0.166666672,0.064757317,0.59619987,0.833333313,0.574598789,0.330534637,0,0.360643864,1.085116267,0.262697399,0.037329949,0.112066954,0.353024513,0.234881207,1.166666746,0,0.142857134,0.142857134,0.428571403,0.285714269,1.07768774,0.288602859,0.026923539,0.109030619,0.345574558,0.229868382
Sant Kabir Nagar,Uttar Pradesh,9,186,0.257040888,0.222525731,0.260150582,0.596581936,0.552790463,0.600527406,0.113827944,0.177136049,0.108124085,0.03254924,0.047547761,0.031197919,0.450924784,0.433157742,0.452519447,0.545944154,0.566842258,0.544068515,0.003131039,0,0.003412059,0.277253151,0.201570824,0.282973081,0.722746849,0.798429191,0.717026949,0,0,0,0.460213929,0.443643391,0.46171391,0.536487579,0.556356609,0.534689009,0.003298508,0,0.003597095,0.608137965,0.664955676,0.60303843,0.36334154,0.291728139,0.369769067,0.028520484,0.043316171,0.027192526,0.446864128,0.454747915,0.446148783,0.008328768,0.017462553,0.007500008,0.076760881,0.044015106,0.07973209,0.388329774,0.410057217,0.386358291,0.128691345,0.117732301,0.12968573,0.020856515,0.017122343,0.021195337,0.426956773,0.33557114,0.435248703,0.552186728,0.647306502,0.543555975,1.048974872,0.426000804,0.007939912,0.073177047,0.370199323,0.122682966,1.04401505,0.435576022,0.016726343,0.042159457,0.392769456,0.112768777,1.049424887,0.425136447,0.007146779,0.075976938,0.368161917,0.123577908,0.373156101,0.357822001,0.375836343,0.582964659,0.592653394,0.581271172,0.04387923,0.04952459,0.042892482,0.271709263,0.377009362,0.253011614,0.01590962,0,0.018734619,0.129315227,0.092653394,0.135825112,0.476439625,0.25877282,0.51508975,0.174419492,0.271564394,0.157169908,0.052507654,0,0.061831202,0.611230195,0.57986182,0.616800189,0.336262137,0.42013818,0.321368635,1.06779325,0.254458696,0.014899532,0.12110512,0.446190894,0.163345754,1,0.377009362,0,0.092653394,0.25877282,0.271564394,1.079831004,0.234306678,0.017349584,0.125783682,0.477009594,0.145550475
Maharajganj,Uttar Pradesh,9,187,0.275239348,0.166046351,0.283809721,0.579893351,0.562544644,0.581255019,0.1062821,0.189458817,0.0997537,0.038585212,0.081950188,0.035181571,0.480599612,0.569244683,0.473534912,0.519400358,0.430755317,0.526465058,0,0,0,0.291509867,0.533816397,0.276957512,0.708490133,0.466183603,0.723042488,0,0,0,0.49044311,0.570643306,0.483967841,0.50955689,0.429356664,0.516032159,0,0,0,0.567829311,0.507145643,0.572665632,0.413211018,0.492854387,0.406863719,0.018959636,0,0.020470653,0.45212543,0.504813313,0.447885662,0.014545821,0.007625978,0.015102656,0.072830819,0.066610105,0.073331401,0.366087317,0.30240795,0.371211559,0.138157189,0.182564571,0.134583756,0.023871083,0.028054349,0.023534458,0.383610785,0.323836625,0.388420761,0.592518151,0.648109019,0.588044763,1.043746591,0.433175474,0.013936161,0.069778256,0.350743473,0.132366598,1.064021945,0.474438816,0.007167125,0.062602192,0.284212142,0.171579704,1.042115092,0.429785222,0.014492311,0.07036785,0.356209755,0.129144818,0.261787891,0.333333343,0.255510718,0.704804301,0.666666687,0.708150387,0.033407796,0,0.036338899,0.298169643,0.222222224,0.304891944,0.016511785,0,0.017973289,0.140086204,0.333333343,0.122981369,0.412104994,0.333333343,0.419077277,0.192801267,0.111111112,0.200031891,0.032357384,0,0.035221424,0.685097039,0.666666687,0.686728358,0.282545596,0.333333343,0.278050214,1.059673905,0.281378686,0.015581949,0.132197469,0.388897926,0.181943953,1,0.222222224,0,0.333333343,0.333333343,0.111111112,1.064955711,0.286295414,0.016877029,0.115480267,0.393516153,0.187831178
Gorakhpur,Uttar Pradesh,9,188,0.214424461,0.185119674,0.222504452,0.571693957,0.380668938,0.62436384,0.152087525,0.246922806,0.12593931,0.061794054,0.187288597,0.027192393,0.439644635,0.364780933,0.458110839,0.559571564,0.635219097,0.540912032,0.000783782,0,0.000977113,0.277480632,0.270688921,0.278232425,0.722519338,0.729311109,0.721767604,0,0,0,0.445901603,0.366575181,0.465937942,0.553284347,0.633424819,0.533042431,0.000814024,0,0.00101963,0.669410825,0.712346315,0.658820212,0.267666042,0.233681098,0.276048928,0.062923104,0.053972568,0.065130875,0.499500334,0.508530021,0.497152865,0.019396849,0.008874835,0.0221323,0.065524355,0.068614617,0.064720966,0.335921824,0.351026505,0.33199501,0.11387495,0.125935584,0.110739499,0.020450229,0.015274618,0.021795755,0.34785375,0.317515969,0.355740815,0.631695986,0.667209446,0.622463465,1.034218311,0.482973784,0.018755082,0.063356407,0.324807465,0.110107265,1.062981606,0.478399634,0.008349002,0.064549208,0.330228209,0.11847391,1.02674067,0.484204888,0.021555882,0.063035361,0.323348463,0.107855372,0.411513895,0.237203524,0.459826648,0.546202898,0.762796462,0.486170709,0.0422832,0,0.054002628,0.286681592,0.137557238,0.330108613,0.040450856,0.02838379,0.043964945,0.105566211,0.040394828,0.124544993,0.470220834,0.603701055,0.431349605,0.19538039,0.32478413,0.157696277,0.029976174,0.040394828,0.026942123,0.581047475,0.432846904,0.62420547,0.388976336,0.526758254,0.348852396,1.098299861,0.261023074,0.036830429,0.096117839,0.428135216,0.17789349,1.134821057,0.121214919,0.025011687,0.035595767,0.531979084,0.286198527,1.087664485,0.303502232,0.040421423,0.114506811,0.396583319,0.144986138
Kushinagar,Uttar Pradesh,9,189,0.262737483,0.15964964,0.270104229,0.583522856,0.543046176,0.58641535,0.113846719,0.226283848,0.105811864,0.039892953,0.07102032,0.037668563,0.452295631,0.537176549,0.446116269,0.547704339,0.46282348,0.553883731,0,0,0,0.224148959,0.652348816,0.196398526,0.775851011,0.347651184,0.803601444,0,0,0,0.464871138,0.531515002,0.459989816,0.535128891,0.468485028,0.540010154,0,0,0,0.653372407,0.691218674,0.650614977,0.282106727,0.281282157,0.282166809,0.064520873,0.02749915,0.067218222,0.489997476,0.507402658,0.488733262,0.010917179,0,0.011710145,0.064940505,0.008144406,0.069065869,0.360657364,0.391803145,0.3583951,0.118467942,0.128555566,0.117735229,0.023940403,0.024695419,0.023885563,0.346464962,0.186357602,0.358094305,0.629594624,0.788946986,0.618020117,1.044980526,0.468905836,0.010447256,0.062145181,0.345133096,0.113368563,1.035905719,0.489815474,0,0.007862111,0.378222793,0.124099679,1.045639634,0.467401236,0.011199025,0.066051312,0.34275201,0.11259637,0.402523071,0.466666669,0.396836847,0.520834625,0.400000006,0.531546414,0.076642334,0.13333334,0.071616769,0.353830338,0.266666681,0.361613899,0.022145255,0,0.024122788,0.136211142,0.13333334,0.136468127,0.361785024,0.533333361,0.346466064,0.196233392,0.200000003,0.195897028,0.058965221,0.06666667,0.058277495,0.593554556,0.333333343,0.616791844,0.347480237,0.600000024,0.324930668,1.070205092,0.330619186,0.020692533,0.127275735,0.338052034,0.183360547,1.133333445,0.235294104,0,0.117647052,0.470588207,0.176470578,1.064567924,0.339681387,0.022659699,0.128191099,0.325452298,0.184015527
