DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,district,h_glucose_all_ma_q1,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma_q1,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma_q1,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,h_glucose_all_ma_q2,hh_glucose_all_ma_q2,l_glucose_all_ma_q2,h_glucose_all_ma_q3,hh_glucose_all_ma_q3,l_glucose_all_ma_q3,h_glucose_all_ma_q4,hh_glucose_all_ma_q4,l_glucose_all_ma_q4,h_glucose_all_ma_q5,hh_glucose_all_ma_q5,l_glucose_all_ma_q5
Karimnagar,Andhra Pradesh,28,534,534,0.365605116,0.326663405,0.5,0.285718799,0.249396473,0.5,0.348676085,0.423940122,0,0.365605116,0.324249268,0.5,0.095826581,0,0,0.11785616,0.05898593,0,0.420712143,0.310796529,0.5,0,0.305968255,0,0,0.056571797,0,0.213682741,0.501207054,0,0.786317229,0.442221135,1,0.365605116,0.285718799,0.348676085,0.365605116,0.285718799,0.348676085,0.507139027,0.492861003,0,0.365605116,0.285718799,0.348676085
Medak,Andhra Pradesh,28,535,535,0.475878745,0.560921073,0.252449393,0.40213117,0.358947366,0.530875266,0.121990077,0.080131583,0.216675371,0.705524206,0.400657892,0.860787094,0.087044656,0.080131583,0,0.066864826,0,0.139212921,0.140566275,0.519210517,0,0,0.160263166,0,0.044280306,0.080131583,0,0.362096995,0.519210517,0.783324659,0.593622684,0.400657892,0.216675371,0.475878745,0.40213117,0.121990077,0.475878745,0.40213117,0.121990077,0.631677926,0.368322104,0,0.475878745,0.40213117,0.121990077
Hyderabad,Andhra Pradesh,28,536,536,,0.481122494,,,0.449163049,,,0.069714449,,,0.37061587,,,0.030555725,,,0.03897367,,,0.376871854,,,0.182982892,,,0,,,0.706862152,,,0.293137819,,,,,,,,0.470908672,0.451076478,0.078014851,NA,,
Rangareddy,Andhra Pradesh,28,537,537,0.662699461,0.4096632,0.324957728,0.115189366,0.103163362,0.350084573,0.222111166,0.487173438,0.324957728,0.477440238,0.5903368,0.324957728,0,0,0,0.185259223,0.153249905,0,0.337300539,0.103163362,0.675042272,0,0.256413281,0,0,0,0,0.592629611,0.306499809,0.675042272,0.407370389,0.693500161,0.324957728,0.662699461,0.115189366,0.222111166,0.662699461,0.115189366,0.222111166,0.51864773,0.300928533,0.180423722,0.662699461,0.115189366,0.222111166
Mahbubnagar,Andhra Pradesh,28,538,538,0.482420713,0,0.262572408,0.339868397,1,0.338655412,0.177710891,0,0.39877218,0.426084727,1,0.396394342,0.029572185,0,0.066358149,0.028631408,0,0,0.486057699,0,0.470705837,0.148790866,0,0.130788773,0,0,0,0.454034299,1,0.531676233,0.545965672,0,0.468323737,0.482420713,0.339868397,0.177710891,0.482420713,0.339868397,0.177710891,0.497367233,0.502632797,0,0.482420713,0.339868397,0.177710891
Nalgonda,Andhra Pradesh,28,539,539,0.34562397,1,0.286325783,0.38739562,0,0.43762973,0.26698041,0,0.276044518,0.472255379,0,0.365672082,0.066070914,0,0.090779752,0.132141829,0.5,0.181559503,0.329531878,0.5,0.361988664,0.066070914,0.5,0.090779752,0.066070914,0,0.090779752,0.602424741,0.5,0.646156788,0.331504315,0.5,0.26306349,0.34562397,0.38739562,0.26698041,0.34562397,0.38739562,0.26698041,0.567202747,0.301695943,0.131101295,0.34562397,0.38739562,0.26698041
Warangal,Andhra Pradesh,28,540,540,0.453757793,0.566040993,0.323552459,0.162231356,0.124642216,0.225477397,0.384010851,0.309316814,0.450970143,0.18135868,0.124642216,0.217097268,0.049244687,0,0.116760843,0,0,0,0.673339784,0.80286634,0.555499852,0.247575477,0.329215586,0.217097268,0,0,0,0.302120388,0.329215586,0.463537157,0.697879612,0.670784414,0.536462843,0.453757793,0.162231356,0.384010851,0.453757793,0.162231356,0.384010851,0.370895684,0.629104316,0,0.453757793,0.162231356,0.384010851
Khammam,Andhra Pradesh,28,541,541,0.498074681,0,0.400000006,0.437087476,0.418691397,0.600000024,0.064837821,0.581308603,0,0.518061459,0.147562534,0.474151939,0,0,0,0.059335463,0.204874933,0,0.263264,0.5,0.316101283,0.302948862,0.295125067,0.367797434,0,0,0,0.622015119,0.557312369,0.474151939,0.377984881,0.442687601,0.525848091,0.498074681,0.437087476,0.064837821,0.498074681,0.437087476,0.064837821,0.328581631,0.347290099,0.3241283,0.498074681,0.437087476,0.064837821
Srikakulam,Andhra Pradesh,28,542,542,0.433838189,,0.501324475,0.362690479,,0.293219209,0.203471348,,0.205456331,0.432754278,,0.469388455,0.033736706,,0,0.139134422,,0.132274553,0.328544617,,0.315720111,0.129466549,,0.162481055,0,,0,0.363491565,,0.285858691,0.636508465,,0.714141309,0.433838189,0.362690479,0.203471348,0.433838189,0.362690479,0.203471348,0.335822433,0.664177597,0,0.433838189,0.362690479,0.203471348
Vizianagaram,Andhra Pradesh,28,543,543,0.366094172,0.399532109,0.418473721,0.474426478,0.60046792,0.312030643,0.15947935,0,0.269495636,0.383292437,0,0.321602732,0,0,0,0.109392703,0,0.140601724,0.383225709,1,0.32810393,0.180567443,0.60046792,0.209691614,0,0,0,0.321709067,0.399532109,0.364122063,0.678290904,0.60046792,0.635877967,0.366094172,0.474426478,0.15947935,0.366094172,0.474426478,0.15947935,0.397649646,0.541467667,0.060882702,0.366094172,0.474426478,0.15947935
Visakhapatnam,Andhra Pradesh,28,544,544,0.183095038,0.233574897,0.222524062,0.695788145,0.766425133,0.630276978,0.121116787,0,0.14719896,0.492283612,0.728157699,0.433584303,0.046478447,0,0.056487452,0.041663833,0,0.050636023,0.33391723,0.135921136,0.355189383,0.168984517,0.135921136,0.154738858,0,0,0,0.522125661,0.864078879,0.419216722,0.477874339,0.135921136,0.580783248,0.183095038,0.695788145,0.121116787,0.183095038,0.695788145,0.121116787,0.417246073,0.117796391,0.464957535,0.183095038,0.695788145,0.121116787
East Godavari,Andhra Pradesh,28,545,545,0.521411598,0.492695242,0.53692472,0.217827246,0,0.238294929,0.260761172,0.507304728,0.224780366,0.420049757,0,0.385243773,0.116216384,0,0.096078187,0.049099792,0,0.073474422,0.2673347,1,0.224780366,0.156784579,0,0.146948844,0.049099792,0,0.073474422,0.579950273,0.507304728,0.614756227,0.370949954,0.492695242,0.311769336,0.521411598,0.217827246,0.260761172,0.521411598,0.217827246,0.260761172,0.136951298,0.638575733,0.22447297,0.521411598,0.217827246,0.260761172
West Godavari,Andhra Pradesh,28,546,546,0.559217215,0.515158117,0.588780224,0.274287522,0.127297744,0.411219805,0.166495234,0.357544094,0,0.653079212,0.715088189,0.411219805,0,0,0,0,0.157614037,0,0.230295703,0.127297744,0.390848756,0.116625071,0,0.197931454,0,0,0,0.245253161,0.484841853,0.218302503,0.754746854,0.515158117,0.781697512,0.559217215,0.274287522,0.166495234,0.559217215,0.274287522,0.166495234,0.603915513,0.363170803,0.032913696,0.559217215,0.274287522,0.166495234
Krishna,Andhra Pradesh,28,547,547,0.654941499,0.416391492,0.890052855,0.238781407,0.124587253,0,0.106277086,0.45902124,0.109947138,0.430465549,0.708195746,0.505625546,0.05783331,0,0.119660914,0.181025431,0,0.127526313,0.330675691,0.291804254,0.247187227,0.052689705,0.124587253,0,0,0,0,0.712697446,0.334434003,0.624517798,0.287302524,0.665566027,0.375482202,0.654941499,0.238781407,0.106277086,0.654941499,0.238781407,0.106277086,0.367957085,0.561022818,0.071020126,0.654941499,0.238781407,0.106277086
Guntur,Andhra Pradesh,28,548,548,0.293172985,0.676924586,0.207434937,0.573310316,0.157240316,0.603669167,0.133516714,0.165835127,0.188895881,0.853447616,0.433733046,0.792661607,0.146552369,0,0.207338378,0,0.063844301,0,0,0.357915252,0,0,0.144507393,0,0,0.063844301,0,0.28013733,0.289014786,0.396330804,0.7198627,0.64714092,0.603669167,0.293172985,0.573310316,0.133516714,0.293172985,0.573310316,0.133516714,0.408399731,0.490812659,0.100787625,0.293172985,0.573310316,0.133516714
Prakasam,Andhra Pradesh,28,549,549,0.41072762,0.539083362,0.333539307,0.328629941,0.311957836,0.414943635,0.260642439,0.148958817,0.251517057,0.475165725,0.498007983,0.414901882,0.061444219,0,0,0.199231282,0,0.25155881,0.264158756,0.337062001,0.333539307,0.066039689,0.337062001,0.083384827,0,0.172132015,0,0.53981334,0.248620987,0.585098088,0.46018663,0.579246998,0.414901882,0.41072762,0.328629941,0.260642439,0.41072762,0.328629941,0.260642439,0.622925401,0.243776053,0.133298561,0.41072762,0.328629941,0.260642439
Sri Potti Sriramulu Nellore,Andhra Pradesh,28,550,550,0.528104484,0.316045225,0.392587006,0.268110186,0.683954775,0.137988031,0.2037853,0,0.469424963,0.386709839,0.5,0.521264493,0,0,0,0.196203589,0.105348416,0.135564357,0.417086571,0.316045225,0.34317112,0,0.078606345,0,0,0,0,0.541938961,0.605348408,0.2618182,0.458061039,0.394651592,0.738181829,0.528104484,0.268110186,0.2037853,0.528104484,0.268110186,0.2037853,0.41680494,0.450514376,0.132680669,0.528104484,0.268110186,0.2037853
Y.s.r.,Andhra Pradesh,28,551,551,0.338979453,0,0.629629731,0.50696063,0,0.370370239,0.154059917,1,0,0.338979453,0.359166294,0.343474627,0,0.359166294,0,0.153501153,0,0,0.353459477,0.281667382,0.656525373,0.154059917,0,0,0,0,0,0.30756107,0,0,0.69243896,1,1,0.338979453,0.50696063,0.154059917,0.338979453,0.50696063,0.154059917,0.19505696,0.76714921,0.037793837,0.338979453,0.50696063,0.154059917
Kurnool,Andhra Pradesh,28,552,552,0.449034572,0.458780199,0.478236645,0.31880179,0.284046292,0.340135634,0.232163623,0.257173508,0.181627735,0.445727944,0.117158748,0.44534874,0.067879289,0,0.102600403,0.082725301,0.175738126,0.097113229,0.40366745,0.649527967,0.354937613,0.075746283,0.282037884,0.034929577,0,0,0,0.43671155,0.549066186,0.435631573,0.56328845,0.450933814,0.564368427,0.449034572,0.31880179,0.232163623,0.449034572,0.31880179,0.232163623,0.433330804,0.387873113,0.178796098,0.449034572,0.31880179,0.232163623
Anantapur,Andhra Pradesh,28,553,553,0.518146694,0.868302226,0.579117477,0.264174521,0.131697759,0.2685045,0.2176788,0,0.152378023,0.393920034,0.263395518,0.366649747,0.046994042,0,0.079117484,0.083118699,0.131697759,0.066675127,0.427101731,0.34151122,0.566675127,0.135463089,0.263395518,0.066675127,0.086597599,0,0.145792603,0.560157418,0.131697759,0.640837669,0.35324496,0.868302226,0.213369727,0.518146694,0.264174521,0.2176788,0.518146694,0.264174521,0.2176788,0.635532916,0.126245171,0.238221928,0.518146694,0.264174521,0.2176788
Chittoor,Andhra Pradesh,28,554,554,0.29201594,0.444960803,0.32063812,0.404266655,0.440313518,0.33984223,0.303717405,0.114725679,0.33951965,0.605229199,0.330235124,0.507800162,0,0,0,0,0.224804059,0,0.292898178,0.334882438,0.321377784,0.101872616,0.11007838,0.170822069,0,0,0,0.191659063,0.775195956,0.151617959,0.808340967,0.224804059,0.848382056,0.29201594,0.404266655,0.303717405,0.29201594,0.404266655,0.303717405,0.264348775,0.659868479,0.075782716,0.29201594,0.404266655,0.303717405
Belgaum,Karnataka,29,555,555,0.366681308,0.166666672,0.357499957,0.616716087,0.833333313,0.617895067,0.01660262,0,0.024604978,0.207110226,0.333333343,0.191661045,0.049177434,0,0.072880648,0.148453385,0,0.195402011,0.477103382,0.5,0.364950508,0.179725364,0.166666672,0.241746873,0,0,0,0.662832797,0.5,0.704303622,0.337167203,0.5,0.295696378,0.366681308,0.616716087,0.01660262,0.366681308,0.616716087,0.01660262,0.343197018,0.656802952,0,0.366681308,0.616716087,0.01660262
Bagalkot,Karnataka,29,556,556,0.410725832,0.437936813,0.368381709,0.489475727,0.48757574,0.521249652,0.099798448,0.074487455,0.110368632,0.310190678,0.158214003,0.400600791,0.035368089,0,0.061526425,0.196191281,0.249194399,0.1219365,0.394138634,0.367496878,0.415936291,0.108563706,0.281668752,0.036789544,0,0.043788537,0,0.59485352,0.734560668,0.552329421,0.40514648,0.221650809,0.447670579,0.410725832,0.489475727,0.099798448,0.410725832,0.489475727,0.099798448,0.313569456,0.490501046,0.195929497,0.410725832,0.489475727,0.099798448
Bijapur,Karnataka,29,557,557,0.41339767,0.327164114,0.415762097,0.431423634,0.478756517,0.425927401,0.155178696,0.19407934,0.158310503,0.305639952,0.282802522,0.288415462,0.01992696,0.044361595,0.050513059,0.147790492,0.13870874,0.135240123,0.406909555,0.335480601,0.432393968,0.214466184,0.244882762,0.286459267,0.036143202,0.046236247,0.044501644,0.408635288,0.366140664,0.467800558,0.555221498,0.58762306,0.48769781,0.41339767,0.431423634,0.155178696,0.41339767,0.431423634,0.155178696,0.665687621,0.33431235,0,0.41339767,0.431423634,0.155178696
Bidar,Karnataka,29,558,558,0.481267184,0.708999097,0.48182568,0.466672331,0.182212025,0.48279205,0.0520605,0.10878887,0.035382263,0.188921422,0.495447874,0.198170736,0.026071878,0,0.032363947,0.028503388,0.095658123,0.035382263,0.61463666,0.10878887,0.672163248,0.216366932,0.300105125,0.154399648,0.072021611,0,0.060202189,0.353239447,0.600210249,0.322900325,0.57473892,0.399789751,0.616897523,0.481267184,0.466672331,0.0520605,0.481267184,0.466672331,0.0520605,0.385964155,0.614035845,0,0.481267184,0.466672331,0.0520605
Raichur,Karnataka,29,559,559,0.326374948,0.41381833,0.401047677,0.434757024,0.448242217,0.370953768,0.238868058,0.137939453,0.227998555,0.204794869,0.072684765,0.236130551,0,0,0,0.148107648,0.074078925,0.142687649,0.516161084,0.556920588,0.338039279,0.198289976,0.370394647,0.313805461,0.030326977,0.14815785,0.07629507,0.657409489,0.455868781,0.483133793,0.312263519,0.395973384,0.440571159,0.326374948,0.434757024,0.238868058,0.326374948,0.434757024,0.238868058,0.136282355,0.732019544,0.131698117,0.326374948,0.434757024,0.238868058
Koppal,Karnataka,29,560,560,0.537444413,0.393648773,0.564016759,0.404279053,0.606351197,0.331707537,0.058276538,0,0.104275666,0.333468199,0,0.258576572,0.039251979,0,0.04932395,0.151319936,0.5,0.191276729,0.423882693,0.5,0.441248,0.119841449,0,0.158808067,0.019510206,0,0.04932395,0.636345446,1,0.631404161,0.344144374,0,0.319271892,0.537444413,0.404279053,0.058276538,0.537444413,0.404279053,0.058276538,0.503904939,0.376958549,0.119136497,0.537444413,0.404279053,0.058276538
Gadag,Karnataka,29,561,561,0.269434214,0.328284353,0.291032672,0.686279297,0.560765684,0.669837594,0.044286489,0.110949971,0.039129693,0.284443676,0.309570014,0.114305452,0.019656666,0,0.036046065,0.133432642,0.018873103,0.205556855,0.467490852,0.523984134,0.532869816,0.18739149,0.218368262,0.213979676,0.030082179,0.018873103,0.0275821,0.655346692,0.439166903,0.727772474,0.314571142,0.541960001,0.244645417,0.269434214,0.686279297,0.044286489,0.269434214,0.686279297,0.044286489,0.162224144,0.658357203,0.179418668,0.269434214,0.686279297,0.044286489
Dharwad,Karnataka,29,562,562,0.530730784,0.659378886,0.393696338,0.411427438,0.166782945,0.521596551,0.0578418,0.173838153,0.084707119,0.469486266,0.203192234,0.562226951,0,0.086365677,0,0.032691773,0,0.045077518,0.497821957,0.515496373,0.392695546,0.131809413,0.36380443,0.100603394,0,0.093349591,0,0.435184866,0.619028807,0.387471348,0.564815164,0.287621588,0.612528622,0.530730784,0.411427438,0.0578418,0.530730784,0.411427438,0.0578418,0.435502589,0.42564103,0.138856381,0.530730784,0.411427438,0.0578418
Uttara Kannada,Karnataka,29,563,563,0.190767124,0.475019008,0.134509295,0.753638208,0.524980962,0.785624146,0.055594653,0,0.079866551,0.281799763,0,0.428548038,0,0,0,0.167782545,0,0.142903924,0.550417721,0.524980962,0.428548038,0.070449941,0.475019008,0.10713701,0.073813401,0.475019008,0,0.308682412,0.524980962,0.357177943,0.617504179,0,0.642822087,0.190767124,0.753638208,0.055594653,0.190767124,0.753638208,0.055594653,0.36726734,0.632732689,0,0.190767124,0.753638208,0.055594653
Haveri,Karnataka,29,564,564,0.482383251,0.421886295,0.424070299,0.350315869,0.416659981,0.424864322,0.16730088,0.161453724,0.151065379,0.480739057,0.3697837,0.559596241,0.030849507,0.102101959,0,0.121494271,0.046876255,0.146921292,0.316456378,0.434361815,0.293482453,0.081310287,0.29373306,0,0.016595574,0.046876255,0,0.483963311,0.744793773,0.425338119,0.499441117,0.208329991,0.574661851,0.482383251,0.350315869,0.16730088,0.482383251,0.350315869,0.16730088,0.461913705,0.490564555,0.047521751,0.482383251,0.350315869,0.16730088
Bellary,Karnataka,29,565,565,0.499541551,0.557443976,0.447137952,0.291967303,0.235046655,0.276431024,0.208491147,0.207509354,0.276431024,0.261335135,0.407335281,0.271059364,0,0,0,0.053550839,0.155839801,0,0.685114026,0.342311025,0.728940606,0.062461536,0.217487872,0.098624088,0.059059519,0.156161994,0,0.379610389,0.638892055,0.255261421,0.56133008,0.204945937,0.744738579,0.499541551,0.291967303,0.208491147,0.499541551,0.291967303,0.208491147,0.453705817,0.494384438,0.051909748,0.499541551,0.291967303,0.208491147
Chitradurga,Karnataka,29,566,566,0.469246536,0.256190062,0.450867355,0.454477012,0.619841635,0.459686249,0.076276444,0.123968326,0.089446403,0.551745296,0.60525614,0.541141927,0.047149297,0,0.076732367,0,0,0,0.3283346,0.39474386,0.303149641,0.13909699,0.39474386,0.150723428,0,0,0,0.449543774,0.78948772,0.494033962,0.550456226,0.21051231,0.505966008,0.469246536,0.454477012,0.076276444,0.469246536,0.454477012,0.076276444,0.498119533,0.43332994,0.068550535,0.469246536,0.454477012,0.076276444
Davanagere,Karnataka,29,567,567,0.443257928,0.610076785,0.276198775,0.453811437,0.389923245,0.640266001,0.102930643,0,0.083535232,0.621305406,1,0.56519407,0,0,0,0,0,0,0.378694594,0,0.43480593,0,0,0,0.062018834,0,0.100665018,0.1622798,0.542442441,0.167070463,0.775701344,0.457557559,0.732264519,0.443257928,0.453811437,0.102930643,0.443257928,0.453811437,0.102930643,0.353367537,0.557368934,0.089263543,0.443257928,0.453811437,0.102930643
Shimoga,Karnataka,29,568,568,0.561069369,0.518444717,0.586791396,0.438930631,0,0.413208634,0,0.481555313,0,0.289230436,0.481555313,0.608988762,0,0,0,0.090070739,0,0,0.525064409,0.518444717,0.189648315,0.281339556,0,0.201362893,0,0,0,0.660640717,0,0.81035167,0.339359283,1,0.189648315,0.561069369,0.438930631,0,0.561069369,0.438930631,0,0.465237498,0.50613004,0.028632449,0.561069369,0.438930631,0
Udupi,Karnataka,29,569,569,0.213796154,0.399255961,0.249349535,0.431816012,0.426896811,0.503625154,0.35438785,0.173847228,0.247025326,0.35438785,0.401116073,0.247025326,0,0,0,0.213796154,0,0.249349535,0.431816012,0.598883927,0.503625154,0.218019858,0.199627981,0.25427562,0,0,0,0.781980157,0.600744069,0.74572438,0.218019858,0.399255961,0.25427562,0.213796154,0.431816012,0.35438785,0.213796154,0.431816012,0.35438785,0.405492604,0.19012107,0.404386312,0.213796154,0.431816012,0.35438785
Chikmagalur,Karnataka,29,570,570,0.455628693,0.428657711,0.736174107,0.474002898,0.571342289,0.263825893,0.070368417,0,0,0.650129855,0.501672685,0.660874844,0.04060293,0,0.063051187,0.162319139,0,0.149971634,0.146948099,0.356556535,0.126102373,0,0.141770765,0,0,0,0,0.578714907,0.569212675,0.345797777,0.421285123,0.430787325,0.654202223,0.455628693,0.474002898,0.070368417,0.455628693,0.474002898,0.070368417,0.472766429,0.304887325,0.222346246,0.455628693,0.474002898,0.070368417
Tumkur,Karnataka,29,571,571,0.260764211,0.200284794,0.163681224,0.496131718,0.725364864,0.532739997,0.24310407,0.07435032,0.303578764,0.337361306,0.164266586,0.326688766,0,0,0,0.218445554,0.164266586,0.197998583,0.383965164,0.671466827,0.423650861,0.076448336,0.112682447,0.038529448,0,0,0,0.539006174,0.664266586,0.424307019,0.460993826,0.335733414,0.575692952,0.260764211,0.496131718,0.24310407,0.260764211,0.496131718,0.24310407,0.278910011,0.402995378,0.318094641,0.260764211,0.496131718,0.24310407
Bangalore,Karnataka,29,572,572,0,0.206065401,,1,0.699250638,,0,0.094683982,,0,0.344672203,,0,0,,0,0,,1,0.655327797,,0,0,,0,0,,0.557898104,0.553150177,,0.442101896,0.446849823,,0,1,0,0,1,0,0.204572156,0.468657941,0.326769888,0,1,0
Mandya,Karnataka,29,573,573,0.340249896,0,0.572625101,0.440666288,1,0.213687465,0.219083816,0,0.213687465,0.322309822,0,0.46364066,0,0.5,0,0.130848542,0,0.127005294,0.363668531,0.5,0.237244114,0.18317312,0.5,0.172109932,0,0,0,0.337446779,1,0.237244114,0.662553251,0,0.762755871,0.340249896,0.440666288,0.219083816,0.340249896,0.440666288,0.219083816,0.545549154,0.371496171,0.082954668,0.340249896,0.440666288,0.219083816
Hassan,Karnataka,29,574,574,0.513170242,0.249285892,0.427043706,0.423578352,0.750714123,0.464245528,0.063251406,0,0.108710751,0.352349192,0.249285892,0.359867156,0.146677643,0,0.13333185,0.236950278,0,0.280661702,0.183575332,0.750714123,0.092807442,0.14805682,0,0.13333185,0,0.249285892,0,0.768651843,0.249285892,0.616569161,0.231348142,0.501428246,0.383430839,0.513170242,0.423578352,0.063251406,0.513170242,0.423578352,0.063251406,0.546008646,0.402209342,0.051781982,0.513170242,0.423578352,0.063251406
Dakshina Kannada,Karnataka,29,575,575,0.638748407,0.697803915,0,0.134289876,0.227855951,0,0.226961702,0.074340142,1,0.199487209,0.352664709,,0,0,,0.199487209,0.212418765,,0.601025581,0.352664709,,0,0.246455327,,0,0,,0.601025581,0.705629587,,0.398974419,0.294370413,,0.638748407,0.134289876,0.226961702,0.638748407,0.134289876,0.226961702,0.453889042,0.482238948,0.063871987,0.638748407,0.134289876,0.226961702
