DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,district,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma
West,Sikkim,11,242,242,0.206828892,0,0.275996417,0.763319671,1,0.670926213,0.029851403,0,0.053077366,0.123411365,0,0.168868974,0,0,0,0.095072813,0,0.047884759,0.575039148,0,0.541929007,0.440757871,1,0.294578224,0.091396689,0,0.026630487,0.691783667,1,0.719043195,0.216819644,0,0.254326314
South,Sikkim,11,243,243,0.359035462,0.318827003,,0.640964568,0.681173027,,0,0,,0.08415205,0.303849101,,0,0,,0,0.132069871,,0.496477157,0.216005579,,0.556812525,0.413133442,,0.2575109,0,,0.590202272,0.633046806,,0.152286828,0.366953164,
East,Sikkim,11,244,244,0.361176252,0.317093104,0.204315886,0.598724544,0.682906866,0.741231918,0.040099207,0,0.054452218,0.172231451,0.051817812,0,0.018691121,0,0,0.075370848,0.101967052,0.208626062,0.548293948,0.497715443,0.546474278,0.293104291,0.533362627,0.50353229,0.042508014,0.055306245,0.08476796,0.602866113,0.64769733,0.728034616,0.354625851,0.296996415,0.187197417
Tawang,Arunanchal Pradesh,12,245,245,0.344883353,0.574657261,0.524697423,0.635529697,0.425342739,0.395334035,0.019586949,0,0.079968572,0.256042331,0.269471854,0.226513162,0.082654618,0,0,0,0,0,0.301525474,0.577935457,0.227662981,0.373274058,0.308463573,0.659655333,0.166996062,0,0.11383149,0.376859874,0.577935457,0.772337019,0.456144065,0.422064573,0.11383149
West Kameng,Arunanchal Pradesh,12,246,246,0.446114272,0.75240016,0.338864505,0.364570379,0.24759981,0.4756926,0.189315349,0,0.18544291,0.298268974,0,0.278678596,0,0,0,0.036046542,0.24759981,0.158898175,0.411765218,0.75240016,0.315524101,0.311306328,0.24759981,0.246899143,0,0,0,0.436368406,0.24759981,0.5605914,0.563631594,0.75240016,0.4394086
East Kameng,Arunanchal Pradesh,12,247,247,0.703745961,0.649967074,0.526808798,0.234455287,0.350032926,0,0.061798774,0,0.473191231,0.535277903,0.792519331,,0,0,,0.154907376,0,,0.154907376,0.207480639,,0.154907376,0,,0,0,,0.380370498,0.142552271,,0.619629502,0.857447743,
Papum Pare,Arunanchal Pradesh,12,248,248,0.433616579,0.46578303,0.159829617,0.445962191,0.466861933,0.602855563,0.120421223,0.067355029,0.237314835,0.318352938,0.524226129,0.26346311,0,0,0,0.111027494,0,0.017725451,0.396352023,0.326720327,0.648706317,0.224978223,0.149053514,0.258633912,0.041907981,0,0.030260609,0.553290963,0.429481894,0.51856339,0.404801041,0.570518076,0.451176018
Upper Subansiri,Arunanchal Pradesh,12,249,249,0.309505433,0,0.435117006,0.567892194,0.429845065,0.420798093,0.122602396,0.570154965,0.144084916,0.330276042,,1,0,,0,0,,0,0.147461995,,0,0.522261977,,0,0,,0,0.669723988,,0.757258296,0.330276042,,0.242741704
West Siang,Arunanchal Pradesh,12,250,250,0.460190684,0.277208477,0.496379852,0.488464415,0.722791493,0.503620148,0.051344886,0,0,0.135594845,0,0.186601385,0,0,0,0,0,0.124874532,0.59861964,1,0.413962156,0.479095429,0,0.337706685,0,0,0,0.552930713,0,0.573918462,0.447069317,1,0.426081568
East Siang,Arunanchal Pradesh,12,251,251,0.292471886,0.6124174,0.2484584,0.575652182,0.38758263,0.751541615,0.131875977,0,0,0.083403513,0,0.224194482,0,0,0,0.089800291,0,0.055027939,0.671598434,0.430523902,0.720777571,0.22963205,0.569476128,0.190150484,0,0,0,0.544959486,0.430523902,0.563187361,0.455040485,0.569476128,0.436812609
Upper Siang,Arunanchal Pradesh,12,252,252,0.394907027,0.273201525,0.29959622,0.579535425,0.590037525,0.609375179,0.025557514,0.13676095,0.091028638,0.371443152,,0.527547121,0,,0.031138891,0.054665912,,0,0.41102162,,0.441313982,0.140187457,,0,0.022681829,,0,0.479646534,,0.224885479,0.497671634,,0.775114536
Changlang,Arunanchal Pradesh,12,253,253,0.277736396,,0.354036212,0.578139603,,0.62017405,0.144124016,,0.025789773,0.421363622,,0.225629151,0,,0,0.10547062,,0.137919903,0.437239885,,0.522557974,0.053888824,,0.208634809,0,,0.042129043,0.630705893,,0.699163854,0.369294107,,0.258707106
Tirap,Arunanchal Pradesh,12,254,254,0.493726522,0,0.712708294,0.463702649,1,0.217227459,0.042570855,0,0.070064239,0.106156684,0,0.092864923,0.051004693,0,0,0.218611643,0.333333343,0,0.39350757,0.666666687,0.719629407,0.335933596,0,0.258731127,0.055151995,0,0,0.863118172,1,0.907135069,0.081729829,0,0.092864923
Lower Subansiri,Arunanchal Pradesh,12,255,255,0.334386319,0.166749924,0.256722778,0.524853826,0.833250105,0.577122569,0.140759826,0,0.166154653,0.161286667,0.333333343,0.215282455,0.039309416,0,0,0.104358554,0,0.157662168,0.509104252,0.333333343,0.45569545,0.319249362,0.666666687,0.24689655,0.054671437,0,0.132252872,0.739791632,0.333333343,0.639820755,0.205536917,0.666666687,0.227926359
Kurung Kumey,Arunanchal Pradesh,12,256,256,0.428786755,,0.351994604,0.571213245,,0.616205871,0,,0.031799532,0.294649929,,0.17286256,0,,0,0.206160992,,0.086776264,0.345808953,,0.461608499,0.206278518,,0.316080183,0,,0,0.595671237,,0.590031564,0.404328763,,0.409968466
Dibang Valley,Arunanchal Pradesh,12,257,257,0.538123131,0,0.401866287,0.461876899,1,0.580319107,0,0,0.017814625,0.102489397,0,0,0.044845439,0,0,0.136768714,0,0,0.520697296,0.524830043,0.639626026,0.385567129,0.475169957,0.465850115,0.044845439,0,0,0.556788921,0.524830043,0.650221407,0.398365617,0.475169957,0.349778563
Lower Dibang Valley,Arunanchal Pradesh,12,258,258,0.415382057,0,0.262066871,0.450527012,1,0.737933159,0.13409093,0,0,0.107079275,0,0.146635234,0,0,0,0.146529868,0,0,0.746390879,0,0.687469602,0.050400186,1,0.165895179,0,0,0,0.360688418,0.504395485,0.312530428,0.639311552,0.495604515,0.687469602
Lohit,Arunanchal Pradesh,12,259,259,0.382826746,0,0.6406914,0.376854897,1,0.235056251,0.240318358,0,0.124252364,0.157645538,0,0.321414441,0,0,0,0.072539218,0,0.178111941,0.712010443,1,0.440074742,0.225392595,0,0.192032292,0.062405623,0,0.063853472,0.3880153,0,0.561400473,0.549579084,1,0.374746054
Anjaw,Arunanchal Pradesh,12,260,260,0.376884848,0.25,0.305730611,0.476107895,0.75,0.634110928,0.147007242,0,0.060158454,0.053498793,0.25,0.038872551,0,0,0,0,0,0.038872551,0.708879471,0.25,0.71052593,0.280252486,0.75,0.349639356,0.096129566,0,0.037807945,0.516558945,0.5,0.661002636,0.387311459,0.5,0.301189423
Mon,Nagaland,13,261,261,0.522853911,0,0.363420635,0.477146089,1,0.549770474,0,0,0.08680889,0.40836665,0.75,0.314908475,0,0,0,0.186684027,0,0.142312646,0.331038564,0.25,0.280953348,0.073910758,0,0.332063884,0,0,0.09360563,0.52118957,0.75,0.761541784,0.47881043,0.25,0.144852608
Mokokchung,Nagaland,13,262,262,0.27920109,0.413129807,0.190875545,0.637238681,0.456679165,0.70671916,0.083560236,0.130191013,0.102405302,0.107749596,0.149677709,0.291421115,0,0,0,0.078573324,0,0.041857425,0.560738921,0.474966139,0.521336555,0.486331969,0.375356138,0.226266295,0.071586095,0.141807958,0.051763728,0.553408742,0.467096388,0.513653874,0.375005156,0.391095668,0.434582412
Zunheboto,Nagaland,13,263,263,0.391997129,0.501390874,0.469883025,0.608002841,0.498609126,0.501063645,0,0,0.029053312,0.172741354,0.167130291,0.242922381,0,0,0,0.056704979,0.165739432,0.160985976,0.456384748,0.501390874,0.54282105,0.533684134,0.165739432,0.178435311,0.13900274,0,0.026635285,0.616117239,0.667130291,0.681230962,0.244880006,0.332869709,0.292133778
Wokha,Nagaland,13,264,264,0.393042177,0.701449454,0.331322372,0.606957793,0.298550576,0.668677628,0,0,0,0.255228072,0.144573495,0.206898794,0,0,0,0,0.426581144,0,0.498819739,0.291411221,0.589668393,0.386240661,0.428845346,0.251619637,0,0,0,0.744771957,0.862565875,0.905709147,0.255228072,0.13743414,0.094290845
Dimapur,Nagaland,13,265,265,0.519588649,0.180288136,0.512459934,0.377686232,0.609052181,0.335217923,0.102725096,0.210659698,0.152322114,0.304906219,0.154130906,0.296540469,0.024964888,0,0.029472884,0.045289073,0.060269631,0.121195205,0.394827455,0.497415721,0.458107263,0.285818696,0.338593245,0.131773084,0.014576929,0.097167172,0.030978749,0.601054609,0.48270458,0.417922646,0.384368449,0.420128256,0.551098585
Phek,Nagaland,13,266,266,0.640343487,0.5,0.543046951,0.281066209,0,0.456953019,0.078590289,0.5,0,0.04751911,0,0.18232803,0,0,0.039507262,0.072524883,0,0.044980925,0.567343175,1,0.550709486,0.402986795,0.5,0.278290123,0,0,0.048430607,0.884620309,0.5,0.624994874,0.115379699,0.5,0.326574504
Tuensang,Nagaland,13,267,267,0.463496327,0,0.138356134,0.536503673,1,0.861643851,0,0,0,0.162514672,0,0.228080705,0.133114055,0,0,0.067243978,0,0,0.569883347,0,0.68942219,0.319117516,1,0.167874619,0.065870069,0,0,0.646609068,0.5,0.730519712,0.287520885,0.5,0.269480288
Longleng,Nagaland,13,268,268,0.293329388,0,0.332558006,0.706670642,1,0.667441964,0,0,0,0.10550002,0,0.344918311,0,0,0,0.185676843,0,0.091921292,0.581154585,1,0.528994739,0.429028928,0,0.201799959,0,0,0,0.898489714,1,0.697764695,0.101510309,0,0.302235335
Kiphire,Nagaland,13,269,269,0.574332178,1,0.526747048,0.425667793,0,0.347013503,0,0,0.126239479,0.212108105,0,0.136428595,0,0,0,0.156473592,0,0.147150919,0.428462893,1,0.494414121,0.283037335,0,0.365659297,0,0,0,0.673442602,0,0.575505972,0.326557398,1,0.424494028
Kohima,Nagaland,13,270,270,0.417970568,0.553516686,0.26938051,0.54312247,0.425064921,0.715530694,0.038906958,0.021418376,0.015088798,0.315439224,0.143710822,0.097214073,0.007866601,0,0,0.049737465,0.049867336,0.042446531,0.349602342,0.488569409,0.473899543,0.331067026,0.45287177,0.417341948,0.021183578,0,0.027108528,0.567793965,0.781928778,0.678627014,0.411022455,0.218071207,0.294264436
Peren,Nagaland,13,271,271,0.402620524,0,0.429234296,0.597379506,1,0.508349001,0,0,0.06241671,0.10600996,0,0.159554258,0,0,0,0.203298256,0,0.129237846,0.462938666,0,0.575357437,0.227753103,1,0.149577439,0,0,0,0.656889379,1,0.694224596,0.343110621,0,0.305775404
Senapati,Manipur,14,272,272,0.393307269,0.333333343,0.366842538,0.592470229,0.666666687,0.547565281,0.014222491,0,0.085592151,0.203415588,0.333333343,0.270707816,0,0,0,0,0,0.174126521,0.720067739,0.333333343,0.484762549,0.301046461,0.666666687,0.17883873,0.029159069,0,0.024668651,0.514019608,0.333333343,0.466900736,0.456821322,0.666666687,0.5084306
Tamenglong,Manipur,14,273,273,0.318398088,0.467715323,0.310956925,0.602002382,0.177428231,0.615800142,0.079599522,0.354856461,0.073242925,0.227669761,0.354856461,0.274284393,0.084301248,0.177428231,0,0.12325529,0.177428231,0.05726311,0.590007663,0.467715323,0.487009406,0.143368512,0,0.181443095,0.168602496,0.177428231,0.072430618,0.616721392,0.467715323,0.624345839,0.214676142,0.354856461,0.30322358
Churachandpur,Manipur,14,274,274,0.240567818,0,0.23254624,0.682311594,1,0.653784633,0.07712058,0,0.113669097,0.190236941,0,0.198739871,0,0,0,0.070834853,0.5,0.125061259,0.559516311,0.5,0.493291259,0.304537803,0,0.238436148,0.043048728,0,0.057211224,0.677826166,0.5,0.698120236,0.279125124,0.5,0.244668514
Bishnupur,Manipur,14,275,275,0.38472718,0.566233933,0.525938272,0.449311078,0.355683416,0.371275723,0.165961742,0.078082643,0.102786027,0.19786045,0.297721654,0.248730063,0.014856909,0,0.018177141,0.146141157,0.14121455,0.155198067,0.515932262,0.422036052,0.529415429,0.291354388,0.2838009,0.125707909,0.016481286,0,0,0.666985869,0.433584243,0.730746925,0.31653288,0.566415787,0.269253075
Thoubal,Manipur,14,276,276,0.35878244,0.307578295,0.424585193,0.470074922,0.548909605,0.36344263,0.171142653,0.143512115,0.211972162,0.200589851,0.293990999,0.443526924,0,0,0,0.083909273,0,0.158212587,0.502088249,0.585759878,0.330725759,0.306071013,0.343065202,0.106364675,0,0,0,0.617328227,0.659758449,0.47168535,0.382671803,0.340241522,0.52831465
Imphal West,Manipur,14,277,277,0.264169216,0.295718461,0.400201797,0.662389278,0.632291317,0.571926177,0.07344152,0.071990252,0.027872041,0.140124023,0.106178999,0.275539517,0,0,0,0.099308491,0.067839526,0.143967271,0.61790812,0.65759474,0.41002214,0.275753409,0.382523894,0.235336185,0.069527112,0.051569041,0.084661007,0.491534799,0.570152223,0.553362072,0.438938081,0.378278732,0.361976922
Imphal East,Manipur,14,278,278,0.387395293,0.45610255,0.373038024,0.525357306,0.365914941,0.538764715,0.087247401,0.177982524,0.088197254,0.226016283,0.37627539,0.236447439,0.022569453,0,0.037170209,0.053793702,0.108346358,0.096147828,0.555964708,0.37060073,0.52220434,0.219828919,0.184181288,0.178890213,0,0,0,0.508953035,0.43766883,0.60211271,0.491046965,0.56233114,0.39788729
Ukhrul,Manipur,14,279,279,0.194206223,0.531625032,0.28345871,0.741906762,0,0.672582567,0.063887037,0.468374997,0.043958738,0.113603428,0,0.173488915,0,0,0,0.089183487,0,0.292850435,0.646886647,0.531625032,0.38165313,0.35924232,1,0.205306798,0.018540021,0,0.01908209,0.713272095,0.531625032,0.642947137,0.268187851,0.468374997,0.337970763
Chandel,Manipur,14,280,280,0.554991066,0.800000012,0.557047606,0.378652513,0,0.324075192,0.066356435,0.200000003,0.118877217,0.317995548,0.400000006,0.561901391,0.037675057,0,0.07681296,0.077700704,0,0.068636894,0.445877552,0.600000024,0.292648762,0.145789161,0.200000003,0.056073464,0.071838029,0,0.034318447,0.581491828,0,0.647224665,0.346670121,1,0.318456918
Mamit,Mizoram,15,281,281,0.281982571,0.260230422,0.60180831,0.718017399,0.739769578,0.346330285,0,0,0.051861394,0.359802634,0.479539156,0.501385927,0,0,0,0.078559637,0,0.136242509,0.363872051,0.260230422,0.302138299,0.197765678,0.260230422,0.060233265,0.093218386,0.260230422,0,0.255994916,0.260230422,0.463952601,0.650786698,0.479539156,0.536047399
Kolasib,Mizoram,15,282,282,0.421598077,0.378138423,0.361687511,0.506596565,0.621861577,0.574133337,0.07180535,0,0.064179167,0.446699232,0.298397422,0.369698167,0,0,0,0.068963915,0.1520423,0.189411163,0.391605288,0.312337339,0.382175982,0.264632136,0.317705423,0.127519712,0,0,0.018965537,0.438319862,0.307840228,0.655254304,0.561680138,0.692159772,0.325780123
Aizawl,Mizoram,15,283,283,0.360276699,0.176012769,0.184814706,0.514678538,0.705062926,0.815185308,0.125044733,0.118924312,0,0.329937637,0.320247769,0.18164371,0,0,0,0.055823814,0.042799138,0.133541584,0.517477095,0.444914401,0.551273108,0.169831797,0.229007676,0.133541584,0,0,0,0.423426419,0.485084563,0.633541584,0.576573551,0.514915407,0.366458416
Champhai,Mizoram,15,284,284,0.306578994,0.222796336,0.281442434,0.637098014,0.665588319,0.632758081,0.056322966,0.111615345,0.085799515,0.196653202,0.351570189,0.356882036,0.020776164,0,0,0.115874194,0.099940315,0.158611119,0.472255945,0.333647847,0.374597192,0.287435919,0.270866513,0.225726798,0.065478921,0,0,0.564187229,0.348428845,0.509775043,0.37033388,0.651571155,0.490224928
Serchhip,Mizoram,15,285,285,0.368974596,0.462126166,0.24167414,0.471468329,0.459272742,0.678433478,0.159557059,0.078601092,0.079892367,0.344863683,0.403367162,0.477122217,0.017790334,0,0,0.311439842,0.046653993,0.124040402,0.235281974,0.414892823,0.348790586,0.133293852,0.218533278,0.157461464,0.008064717,0.04403232,0.028380958,0.588632941,0.472529054,0.446757585,0.403302342,0.483438641,0.524861455
Lunglei,Mizoram,15,286,286,0.327547342,0.324756682,0.371051311,0.640522242,0.675243318,0.628948689,0.031930383,0,0,0.424011916,0.1448659,0.248530328,0,0.039715588,0,0.069840476,0.078537926,0.239643231,0.471959591,0.444504499,0.387513369,0.103621833,0.327864289,0.175654426,0,0,0.078489028,0.565692425,0.421716213,0.52999121,0.434307575,0.578283787,0.391519755
Lawangtlai,Mizoram,15,287,287,0.5334512,0.269221932,0.493603319,0.4665488,0.730778039,0.506396711,0,0,0,0.223043144,0.730778039,0.308688909,0,0,0,0,0,0.066795446,0.413482577,0.269221932,0.624515653,0.465454012,0,0.056779694,0,0,0,0.225516766,0.407392114,0.46830374,0.774483263,0.592607915,0.53169626
Saiha,Mizoram,15,288,288,0.454408109,0.514978826,0.321292371,0.449772149,0.485021174,0.6787076,0.095819734,0,0,0.326867282,0.202064142,0.248626754,0,0,0,0.117337205,0.325737387,0.081859976,0.422565877,0.410834968,0.609020889,0.193975583,0.123200119,0.20196341,0.02160291,0,0,0.579672217,0.712838233,0.482562095,0.398724854,0.287161738,0.517437875
West Tripura,Tripura,16,289,289,0.434119135,0.354329228,0.380315453,0.550626099,0.543573976,0.536382973,0.015254726,0.102096803,0.083301567,0.307285339,0.338202327,0.255989164,0,0,0,0.124163568,0,0.074375533,0.503039241,0.591918647,0.567506135,0.137171999,0.069879033,0.192852676,0.011918668,0,0.05141459,0.539865613,0.61166662,0.473967373,0.448215723,0.38833338,0.474618018
South Tripura,Tripura,16,290,290,0.255403191,0,0.33371833,0.683140159,1,0.631678998,0.061456654,0,0.034602657,0.189080819,0,0.319243699,0,0,0,0.239255995,0,0.074097984,0.508592248,1,0.539024353,0.161296293,0,0.067633972,0,0,0,0.724921286,0.603399515,0.431598634,0.275078744,0.396600455,0.568401396
Dhalai,Tripura,16,291,291,0.398611933,0.333333343,0.49056527,0.554773986,0.666666687,0.5094347,0.046614103,0,0,0.536699831,0,0.266552448,0,0,0,0.087532721,0,0.102532677,0.33200112,0.666666687,0.630914867,0.087532721,0.666666687,0.058262855,0.043766361,0,0.050200764,0.464560896,0.333333343,0.495521069,0.491672754,0.666666687,0.454278171
North Tripura,Tripura,16,292,292,0.324601144,0.548306584,0.288170367,0.537748635,0.451693386,0.583999932,0.137650207,0,0.127829686,0.275202811,0.059051525,0.280727535,0.028622804,0,0,0.064806543,0,0.094681911,0.544134259,0.875286162,0.528594196,0.138342813,0.124713846,0.184916541,0,0,0,0.6785658,0.501873493,0.53049159,0.3214342,0.498126537,0.46950841
West Garo Hills,Meghalaya,17,293,293,0.523420572,0.400000006,0.602994084,0.400978148,0.600000024,0.361432254,0.075601257,0,0.035573676,0.34999463,0,0.193598896,0.082976945,0,0,0.290527552,0,0.418988258,0.214120463,0.75,0.226976484,0.154210672,0.25,0.226924166,0.020837529,0,0.039904039,0.795069277,0.75,0.842382669,0.184093207,0.25,0.117713302
East Garo Hills,Meghalaya,17,294,294,0.445253342,0.421914637,0.297483683,0.485796511,0.394521356,0.647731423,0.068950146,0.183564037,0.054784905,0.411857069,0.666666687,0.417849332,0.047142204,0,0.112081371,0.078135736,0,0.112309031,0.385055542,0.178239033,0.300236136,0.269056648,0.155094296,0.113733158,0.077809453,0,0,0.554906368,0.666666687,0.656543374,0.367284209,0.333333343,0.343456626
South Garo Hills,Meghalaya,17,295,295,0.533546805,0.198588714,0.309958637,0.466453165,0.801411271,0.690041363,0,0,0,0.397154033,0,0.540169179,0,0,0,0.143337563,0.198588714,0.068662263,0.387074232,0.801411271,0.327074587,0.191407144,0,0.133846804,0.052523963,0.241129026,0,0.716817558,0.758870959,0.827109575,0.230658501,0,0.172890425
West Khasi Hills,Meghalaya,17,296,296,0.461423367,0.800000012,0.435822695,0.510621965,0.200000003,0.564177334,0.027954672,0,0,0.309275568,0,0.340546906,0.053623483,0,0.082245566,0.091552533,0.200000003,0.13542375,0.513755023,0.800000012,0.383028954,0.131282181,0.200000003,0.117381565,0,0,0,0.553104043,0.600000024,0.597335756,0.446895927,0.400000006,0.402664214
Ri Bhoi,Meghalaya,17,297,297,0.552528322,0.250189304,0.487258643,0.401477158,0.749810696,0.458855689,0.045994531,0,0.053885676,0.444865316,0.250189304,0.450736851,0.043685988,0,0.048008844,0.117209107,0,0,0.242289811,0.499621421,0.371644676,0.194300294,0.250189304,0.176150829,0.041234218,0.249432117,0,0.60477376,0.250189304,0.57269758,0.353991985,0.500378609,0.42730242
East Khasi Hills,Meghalaya,17,298,298,0.402263939,0.167816326,0.45977664,0.555116177,0.786340415,0.54022336,0.042619903,0.045843277,0,0.476994544,0.274967045,0.486976147,0.032486606,0,0.0941424,0.060680971,0,0,0.306818157,0.605657518,0.325788021,0.182466716,0.244735822,0.093093432,0.045118414,0,0,0.504353166,0.41139999,0.479121625,0.450528413,0.588600039,0.520878375
Jaintia Hills,Meghalaya,17,299,299,0.38760215,0.683327079,0.283811599,0.54708004,0.316672921,0.628045678,0.065317824,0,0.088142723,0.454095811,0.683327079,0.290418863,0.027337292,0,0.026005941,0.059555028,0,0.24133113,0.459011883,0.316672921,0.37740773,0.034486711,0,0.129096791,0,0,0,0.540171087,0,0.743930101,0.459828913,1,0.256069899
Kokrajhar,Assam,18,300,300,0.526624978,,0.453460723,0.335704178,,0.337132365,0.137670845,,0.209406912,0.126682669,,0.133143857,0,,0,0.063341334,,0,0.469320506,,0.530091047,0.610346317,,0.664294302,0.139643326,,0.067337409,0.598085225,,0.524755716,0.262271464,,0.40790686
Dhubri,Assam,18,301,301,0.460304588,0.333333343,0.529349864,0.477606535,0.666666687,0.385769278,0.062088907,0,0.084880844,0.470430374,0,0.484274179,0,0,0,0.114051998,0,0.069954291,0.415517628,0.666666687,0.445771515,0.096397892,0.666666687,0.068317473,0,0,0.073845066,0.494526923,0.666666687,0.614098489,0.505473077,0.333333343,0.312056452
Goalpara,Assam,18,302,302,0.348140925,0.097816437,0.463738948,0.462492168,0.578821242,0.536261082,0.189366907,0.323362321,0,0.383684903,0.216843754,0.3806732,0,0,0,0.098351888,0,0,0.279812723,0.533156276,0.548949242,0.286249012,0.533156276,0.161295861,0.085354514,0.141578123,0.09091831,0.532737494,0.608421862,0.61213249,0.381908,0.25,0.296949208
